,time_get_data,city,title,flood,address,followInfo,tag,priceInfo
0,2022-10-27,xa,浐灞半岛A10区 2室1厅 西南必看好房,浐灞半岛A10区    -  浐河西路,2室1厅 | 92.84平米 | 西南 | 简装 | 低楼层(共18层)  | 板塔结合,0人关注 / 7天以前发布,近地铁VR看装修房本满五年随时看房,"119万12,818元/平"
19,2022-10-27,xa,保利拉菲公馆南区 3室2厅 南 北,保利拉菲公馆南区    -  经开北,3室2厅 | 133.32平米 | 南 北 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 5天以前发布,VR看装修房本满两年随时看房,"309万23,178元/平"
20,2022-10-27,xa,海荣豪佳花园 3室2厅 南 北必看好房,海荣豪佳花园    -  经开南,3室2厅 | 136.67平米 | 南 北 | 精装 | 中楼层(共9层)  | 塔楼,0人关注 / 3天以前发布,VR房源房本满五年随时看房,"148万10,830元/平"
21,2022-10-27,xa,中大国际九号 4室1厅 南 西 北必看好房,中大国际九号    -  高新一中,4室1厅 | 237.09平米 | 南 西 北 | 精装 | 28层  | 板楼,2人关注 / 26天以前发布,VR房源房本满两年随时看房,"2099万88,532元/平"
22,2022-10-27,xa,水岸东方1期 3室1厅 南 北必看好房,水岸东方1期    -  半坡立交,3室1厅 | 130.3平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,2人关注 / 30天以前发布,近地铁VR看装修房本满五年随时看房,"165万12,664元/平"
23,2022-10-27,xa,恒大绿洲 3室2厅 南 北必看好房,恒大绿洲    -  安装四处,3室2厅 | 125.62平米 | 南 北 | 简装 | 高楼层(共11层)  | 板塔结合,1人关注 / 16天以前发布,VR看装修房本满五年随时看房,"175万13,931元/平"
24,2022-10-27,xa,万科金域曲江一期 4室3厅 南 北必看好房,万科金域曲江一期    -  曲江,4室3厅 | 203.13平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,1人关注 / 17天以前发布,VR房源房本满五年随时看房,"900万44,307元/平"
25,2022-10-27,xa,天湖名郡 3室2厅 南 北必看好房,天湖名郡    -  高陵,3室2厅 | 96.8平米 | 南 北 | 简装 | 高楼层(共33层)  | 板塔结合,0人关注 / 15天以前发布,VR房源房本满两年随时看房,"97万10,021元/平"
26,2022-10-27,xa,泾渭馨佳苑 3室2厅 南 北,泾渭馨佳苑    -  高陵,3室2厅 | 103.73平米 | 南 北 | 精装 | 中楼层(共28层)  | 板塔结合,0人关注 / 14天以前发布,VR看装修房本满五年随时看房,"98万9,448元/平"
27,2022-10-27,xa,省直机关丰园小区 3室2厅 西南必看好房,省直机关丰园小区    -  城西,3室2厅 | 98.51平米 | 西南 | 简装 | 中楼层(共32层)  | 板塔结合,0人关注 / 10天以前发布,近地铁VR房源房本满五年随时看房,"132万13,400元/平"
28,2022-10-27,xa,枫林九溪竹韵 4室2厅 南 北必看好房,枫林九溪竹韵    -  国际港务区,4室2厅 | 153.69平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,2人关注 / 16天以前发布,近地铁VR房源房本满两年,"380万24,726元/平"
29,2022-10-27,xa,启迪佳莲未来科技城 2室1厅 南 北必看好房,启迪佳莲未来科技城    -  西咸,2室1厅 | 52.77平米 | 南 北 | 其他 | 中楼层(共12层)  | 暂无数据,0人关注 / 8天以前发布,VR看装修房本满两年,"84万15,919元/平"
30,2022-10-27,xa,龙湖香醍璟宸 4室1厅 南 北必看好房,龙湖香醍璟宸    -  安装四处,4室1厅 | 131.84平米 | 南 北 | 精装 | 高楼层(共23层)  | 板楼,1人关注 / 7天以前发布,VR看装修随时看房,"245万18,584元/平"
31,2022-10-27,xa,龙湖香醍璟宸 3室2厅 南 北必看好房,龙湖香醍璟宸    -  安装四处,3室2厅 | 115.28平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板楼,0人关注 / 4天以前发布,VR看装修随时看房,"195.5万16,959元/平"
32,2022-10-27,xa,海伦湾 5室1厅 南 北必看好房,海伦湾    -  安装四处,5室1厅 | 164.18平米 | 南 北 | 毛坯 | 上叠(共4层)  | 板楼 | 叠拼别墅,0人关注 / 3天以前发布,VR房源随时看房,"445万27,105元/平"
33,2022-10-27,xa,天正银河湾 4室1厅 南 北必看好房,天正银河湾    -  高陵,4室1厅 | 105.89平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 31天以前发布,VR房源房本满两年随时看房,"106万10,011元/平"
34,2022-10-27,xa,海德堡PARK 3室2厅 东南必看好房,海德堡PARK    -  曲江,3室2厅 | 99.72平米 | 东南 | 精装 | 33层  | 板塔结合,4人关注 / 20天以前发布,近地铁VR看装修房本满两年随时看房,"249万24,970元/平"
35,2022-10-27,xa,水岸东方3期 2室2厅 南必看好房,水岸东方3期    -  雁鸣湖,2室2厅 | 98.46平米 | 南 | 简装 | 低楼层(共18层)  | 板楼,0人关注 / 28天以前发布,VR看装修房本满两年随时看房,"125万12,696元/平"
36,2022-10-27,xa,灞桥园丁花苑 3室2厅 南 北必看好房,灞桥园丁花苑    -  纺织城,3室2厅 | 98.62平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 15天以前发布,VR看装修房本满五年随时看房,"95万9,633元/平"
37,2022-10-27,xa,天正银河湾 3室1厅 南 北必看好房,天正银河湾    -  高陵,3室1厅 | 96.81平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 20天以前发布,VR看装修房本满两年随时看房,"105万10,846元/平"
38,2022-10-27,xa,北城新天地 2室2厅 南 北必看好房,北城新天地    -  高陵,2室2厅 | 76.94平米 | 南 北 | 精装 | 中楼层(共34层)  | 板塔结合,3人关注 / 22天以前发布,VR看装修房本满两年随时看房,"66.8万8,683元/平"
39,2022-10-27,xa,天正幸福里 3室2厅 南必看好房,天正幸福里    -  城南,3室2厅 | 110.18平米 | 南 | 简装 | 中楼层(共26层)  | 板塔结合,1人关注 / 15天以前发布,近地铁VR房源房本满两年随时看房,"155万14,068元/平"
40,2022-10-27,xa,金玉人家 2室1厅 南必看好房,金玉人家    -  城东,2室1厅 | 94.89平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 17天以前发布,近地铁VR看装修房本满五年随时看房,"130万13,701元/平"
41,2022-10-27,xa,新界 2室1厅 西必看好房,新界    -  经开北,2室1厅 | 80.17平米 | 西 | 精装 | 高楼层(共27层)  | 塔楼,0人关注 / 8天以前发布,近地铁VR房源房本满五年随时看房,"106万13,222元/平"
42,2022-10-27,xa,克拉上城 1室1厅 东,克拉上城    -  城东,1室1厅 | 49.52平米 | 东 | 精装 | 高楼层(共19层)  | 板塔结合,0人关注 / 6天以前发布,近地铁VR房源房本满五年随时看房,"63万12,723元/平"
43,2022-10-27,xa,金泰社区 2室2厅 南 北,金泰社区    -  城东,2室2厅 | 105.41平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,1人关注 / 17天以前发布,VR房源房本满五年随时看房,"90万8,539元/平"
44,2022-10-27,xa,华远君城 2室2厅 东必看好房,华远君城    -  城北,2室2厅 | 87.08平米 | 东 | 简装 | 中楼层(共32层)  | 塔楼,1人关注 / 14天以前发布,VR看装修房本满五年随时看房,"125万14,355元/平"
45,2022-10-27,xa,陕建五公司家属院北院 2室1厅 西必看好房,陕建五公司家属院北院    -  城东,2室1厅 | 51.28平米 | 西 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 8天以前发布,近地铁VR看装修房本满五年随时看房,"53万10,336元/平"
46,2022-10-27,xa,中天锦庭 2室2厅 南必看好房,中天锦庭    -  城北,2室2厅 | 87.91平米 | 南 | 其他 | 中楼层(共34层)  | 板塔结合,0人关注 / 16天以前发布,近地铁VR看装修房本满两年随时看房,"146万16,608元/平"
47,2022-10-27,xa,捷瑞新时代 2室1厅 南必看好房,捷瑞新时代    -  鱼化寨,2室1厅 | 96.35平米 | 南 | 精装 | 低楼层(共30层)  | 塔楼,0人关注 / 5天以前发布,近地铁VR房源房本满五年随时看房,"128万13,285元/平"
48,2022-10-27,xa,昆明花园 1室1厅 北必看好房,昆明花园    -  高新六路,1室1厅 | 59.43平米 | 北 | 精装 | 高楼层(共30层)  | 板楼,0人关注 / 8天以前发布,近地铁VR看装修房本满两年随时看房,"92万15,481元/平"
49,2022-10-27,xa,中铁缇香郡 3室1厅 南 北必看好房,中铁缇香郡    -  浐河西路,3室1厅 | 86.57平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 11天以前发布,VR看装修房本满两年随时看房,"152万17,559元/平"
50,2022-10-27,xa,华远君城 3室2厅 南必看好房,华远君城    -  城北,3室2厅 | 107.45平米 | 南 | 精装 | 低楼层(共30层)  | 板塔结合,0人关注 / 15天以前发布,VR看装修房本满五年随时看房,"148万13,774元/平"
51,2022-10-27,xa,恒大城 2室2厅 南必看好房,恒大城    -  城西,2室2厅 | 90.18平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,1人关注 / 8天以前发布,近地铁VR房源房本满两年随时看房,"147万16,301元/平"
52,2022-10-27,xa,金裕青青家园 2室2厅 南 北必看好房,金裕青青家园    -  浐河西路,2室2厅 | 101.52平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 9天以前发布,VR看装修房本满五年随时看房,"90万8,866元/平"
53,2022-10-27,xa,宏府麒麟山 3室2厅 南 北必看好房,宏府麒麟山    -  城西,3室2厅 | 107.4平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,1人关注 / 10天以前发布,VR看装修房本满两年随时看房,"169.5万15,783元/平"
54,2022-10-27,xa,天朗大兴郡蔚蓝君城 3室2厅 南 北,天朗大兴郡蔚蓝君城    -  城西,3室2厅 | 94.24平米 | 南 北 | 精装 | 高楼层(共31层)  | 板楼,0人关注 / 14天以前发布,VR看装修房本满两年随时看房,"168万17,827元/平"
55,2022-10-27,xa,永新路18A 2室1厅 南,永新路18A    -  城北,2室1厅 | 76.48平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 8天以前发布,VR看装修房本满两年随时看房,"73万9,545元/平"
56,2022-10-27,xa,天朗蓝湖树 4室2厅 南 北,天朗蓝湖树    -  鱼化寨,4室2厅 | 158.86平米 | 南 北 | 精装 | 中楼层(共18层)  | 塔楼,329人关注 / 14天以前发布,近地铁VR看装修房本满两年随时看房,"359万22,599元/平"
57,2022-10-27,xa,美好名流水晶宫 3室2厅 西南必看好房,美好名流水晶宫    -  经开南,3室2厅 | 103.96平米 | 西南 | 简装 | 高楼层(共25层)  | 塔楼,0人关注 / 14天以前发布,VR看装修房本满五年随时看房,"108万10,389元/平"
58,2022-10-27,xa,北城新天地 2室1厅 南必看好房,北城新天地    -  高陵,2室1厅 | 46.99平米 | 南 | 精装 | 低楼层(共16层)  | 板塔结合,0人关注 / 13天以前发布,VR房源房本满五年随时看房,"51万10,854元/平"
59,2022-10-27,xa,杰信花园 2室1厅 西 北必看好房,杰信花园    -  经开南,2室1厅 | 67.38平米 | 西 北 | 简装 | 低楼层(共11层)  | 板塔结合,1人关注 / 7天以前发布,近地铁VR看装修房本满五年随时看房,"76.9万11,413元/平"
60,2022-10-27,xa,天朗大兴郡蔚蓝君城 2室1厅 西必看好房,天朗大兴郡蔚蓝君城    -  城西,2室1厅 | 57.81平米 | 西 | 简装 | 高楼层(共33层)  | 板塔结合,0人关注 / 8天以前发布,VR看装修房本满两年随时看房,"95万16,434元/平"
61,2022-10-27,xa,荣德棕榈阳光 2室1厅 西南必看好房,荣德棕榈阳光    -  广泰门,2室1厅 | 87.95平米 | 西南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 6天以前发布,VR房源房本满两年随时看房,"161.5万18,363元/平"
62,2022-10-27,xa,天朗大兴郡 4室2厅 南 北,天朗大兴郡    -  城西,4室2厅 | 124.09平米 | 南 北 | 精装 | 高楼层(共27层)  | 板塔结合,4人关注 / 13天以前发布,VR房源房本满五年随时看房,"188万15,151元/平"
63,2022-10-27,xa,金泰新理城 3室2厅 北必看好房,金泰新理城    -  科技六路,3室2厅 | 111.18平米 | 北 | 精装 | 25层  | 板楼,0人关注 / 13天以前发布,VR看装修房本满两年随时看房,"283万25,455元/平"
64,2022-10-27,xa,陕送东苑 3室1厅 南必看好房,陕送东苑    -  城东,3室1厅 | 116.9平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,1人关注 / 10天以前发布,VR房源房本满五年随时看房,"94万8,042元/平"
65,2022-10-27,xa,恒基碧翠锦华 2室1厅 东南必看好房,恒基碧翠锦华    -  城东,2室1厅 | 92.84平米 | 东南 | 毛坯 | 低楼层(共32层)  | 板楼,0人关注 / 6天以前发布,近地铁VR看装修房本满两年随时看房,"160万17,234元/平"
66,2022-10-27,xa,御笔华庭 3室2厅 东 北必看好房,御笔华庭    -  城西,3室2厅 | 80.31平米 | 东 北 | 精装 | 高楼层(共32层)  | 板塔结合,2人关注 / 10天以前发布,VR看装修房本满两年随时看房,"116万14,445元/平"
67,2022-10-27,xa,高山流水幸福快车东区 3室2厅 南 北,高山流水幸福快车东区    -  经开北,3室2厅 | 133.74平米 | 南 北 | 精装 | 高楼层(共30层)  | 板塔结合,1人关注 / 14天以前发布,VR看装修房本满五年随时看房,"210万15,703元/平"
68,2022-10-27,xa,首创国际城 2室1厅 南必看好房,首创国际城    -  经开北,2室1厅 | 86.37平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 6天以前发布,近地铁VR看装修房本满两年随时看房,"135万15,631元/平"
69,2022-10-27,xa,万科金域华府三期 3室1厅 南必看好房,万科金域华府三期    -  经开北,3室1厅 | 88.93平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,0人关注 / 8天以前发布,VR看装修房本满五年随时看房,"255万28,675元/平"
70,2022-10-27,xa,华清泉庄园 3室2厅 南 北必看好房,华清泉庄园    -  临潼,3室2厅 | 132.63平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,0人关注 / 8天以前发布,VR房源房本满五年随时看房,"76万5,731元/平"
71,2022-10-27,xa,八水上筑 2室1厅 西,八水上筑    -  城北,2室1厅 | 93.25平米 | 西 | 简装 | 高楼层(共28层)  | 塔楼,0人关注 / 4天以前发布,VR房源房本满五年随时看房,"98万10,510元/平"
72,2022-10-27,xa,天朗莱茵小城 2室2厅 西 东 北,天朗莱茵小城    -  城西,2室2厅 | 82.11平米 | 西 东 北 | 精装 | 高楼层(共27层)  | 板塔结合,0人关注 / 3天以前发布,VR房源房本满两年随时看房,"122万14,859元/平"
73,2022-10-27,xa,振业泊公馆 2室1厅 南必看好房,振业泊公馆    -  浐河西路,2室1厅 | 95.31平米 | 南 | 精装 | 低楼层(共31层)  | 板塔结合,0人关注 / 7天以前发布,近地铁VR房源房本满五年随时看房,"163万17,103元/平"
74,2022-10-27,xa,八水洋房 2室2厅 南 北必看好房,八水洋房    -  城西,2室2厅 | 91.87平米 | 南 北 | 其他 | 低楼层(共6层)  | 塔楼,0人关注 / 9天以前发布,VR房源房本满五年随时看房,"108万11,756元/平"
75,2022-10-27,xa,紫郡长安 2室1厅 西必看好房,紫郡长安    -  城南,2室1厅 | 82.81平米 | 西 | 简装 | 中楼层(共32层)  | 板塔结合,1人关注 / 8天以前发布,VR看装修房本满两年随时看房,"117万14,129元/平"
76,2022-10-27,xa,东方罗马花园 2室1厅 北,东方罗马花园    -  矿山路,2室1厅 | 45.54平米 | 北 | 毛坯 | 高楼层(共16层)  | 塔楼,2人关注 / 12天以前发布,近地铁VR房源房本满五年随时看房,"79万17,348元/平"
77,2022-10-27,xa,雅居乐锦城 3室2厅 南 北必看好房,雅居乐锦城    -  城西,3室2厅 | 97.22平米 | 南 北 | 简装 | 高楼层(共21层)  | 板楼,2人关注 / 8天以前发布,VR看装修房本满两年随时看房,"155万15,944元/平"
78,2022-10-27,xa,陕西省计量科学研究院家属院 3室2厅 南 北必看好房,陕西省计量科学研究院家属院    -  城东,3室2厅 | 82.59平米 | 南 北 | 简装 | 中楼层(共5层)  | 塔楼,0人关注 / 15天以前发布,VR看装修房本满五年随时看房,"89万10,777元/平"
79,2022-10-27,xa,浐灞半岛A6区 2室1厅 南 北必看好房,浐灞半岛A6区    -  浐河西路,2室1厅 | 79.98平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,0人关注 / 13天以前发布,VR看装修房本满五年,"107万13,379元/平"
80,2022-10-27,xa,御锦城鹭湾 2室2厅 南 北必看好房,御锦城鹭湾    -  浐河西路,2室2厅 | 89.88平米 | 南 北 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 14天以前发布,VR看装修房本满五年随时看房,"126万14,019元/平"
81,2022-10-27,xa,红会小区 1室1厅 南必看好房,红会小区    -  南稍门,1室1厅 | 39.23平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 6天以前发布,VR房源房本满五年随时看房,"50万12,746元/平"
82,2022-10-27,xa,浐灞半岛A10区 2室2厅 南 北必看好房,浐灞半岛A10区    -  浐河西路,2室2厅 | 87.69平米 | 南 北 | 简装 | 中楼层(共17层)  | 板塔结合,0人关注 / 12天以前发布,近地铁VR看装修房本满五年随时看房,"118万13,457元/平"
83,2022-10-27,xa,浐灞半岛A10区 3室1厅 南 北必看好房,浐灞半岛A10区    -  浐河西路,3室1厅 | 144.9平米 | 南 北 | 简装 | 高楼层(共17层)  | 板塔结合,1人关注 / 7天以前发布,近地铁VR看装修房本满五年随时看房,"184万12,699元/平"
84,2022-10-27,xa,莱安逸珲 3室2厅 南必看好房,莱安逸珲    -  高新六路,3室2厅 | 93平米 | 南 | 精装 | 中楼层(共31层)  | 板塔结合,0人关注 / 7天以前发布,近地铁VR看装修房本满五年随时看房,"258万27,742元/平"
85,2022-10-27,xa,盛世长安 2室1厅 南必看好房,盛世长安    -  长安,2室1厅 | 85.77平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,3人关注 / 11天以前发布,VR看装修房本满五年随时看房,"118万13,758元/平"
86,2022-10-27,xa,隆源国际城 3室2厅 南必看好房,隆源国际城    -  北客站,3室2厅 | 81.09平米 | 南 | 精装 | 低楼层(共26层)  | 板塔结合,0人关注 / 8天以前发布,VR看装修房本满两年随时看房,"120万14,799元/平"
87,2022-10-27,xa,西安热工研究院家属院 3室1厅 南 北必看好房,西安热工研究院家属院    -  城东,3室1厅 | 87.71平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 13天以前发布,近地铁VR看装修房本满五年随时看房,"95万10,832元/平"
88,2022-10-27,xa,御锦城繁花里 2室1厅 南必看好房,御锦城繁花里    -  浐河西路,2室1厅 | 73.42平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,1人关注 / 13天以前发布,近地铁VR看装修房本满五年随时看房,"105万14,302元/平"
89,2022-10-27,xa,金辉悦府 3室2厅 南 北必看好房,金辉悦府    -  城西,3室2厅 | 121.92平米 | 南 北 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 12天以前发布,近地铁VR看装修房本满五年随时看房,"258万21,162元/平"
90,2022-10-27,xa,银领花园 3室2厅 南 北必看好房,银领花园    -  鱼化寨,3室2厅 | 120.01平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 12天以前发布,近地铁VR房源房本满五年随时看房,"133万11,083元/平"
91,2022-10-27,xa,枫林绿洲 3室2厅 南 北必看好房,枫林绿洲    -  高新三小,3室2厅 | 128.26平米 | 南 北 | 精装 | 10层  | 板楼,1人关注 / 12天以前发布,近地铁VR看装修房本满五年随时看房,"360万28,068元/平"
92,2022-10-27,xa,恒大城 3室2厅 南 北必看好房,恒大城    -  城西,3室2厅 | 114.31平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 13天以前发布,近地铁VR房源房本满两年随时看房,"189万16,534元/平"
93,2022-10-27,xa,城市雅苑小区 3室1厅 西 北,城市雅苑小区    -  经开南,3室1厅 | 112平米 | 西 北 | 精装 | 中楼层(共20层)  | 板塔结合,0人关注 / 14天以前发布,VR看装修房本满五年随时看房,"119.8万10,697元/平"
94,2022-10-27,xa,融侨城 3室2厅 南,融侨城    -  唐延路,3室2厅 | 104.49平米 | 南 | 精装 | 高楼层(共15层)  | 板楼,0人关注 / 11天以前发布,近地铁VR房源房本满两年随时看房,"236万22,586元/平"
95,2022-10-27,xa,鼎正中央领郡 2室2厅 南必看好房,鼎正中央领郡    -  经开北,2室2厅 | 101.59平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 15天以前发布,近地铁VR看装修房本满两年随时看房,"190万18,703元/平"
96,2022-10-27,xa,水榭花都 3室2厅 东南必看好房,水榭花都    -  高陵,3室2厅 | 56.31平米 | 东南 | 简装 | 低楼层(共15层)  | 板塔结合,0人关注 / 1个月以前发布,VR房源房本满两年随时看房,"55万9,768元/平"
97,2022-10-27,xa,罗马嘉园 3室2厅 东 南,罗马嘉园    -  广泰门,3室2厅 | 81.62平米 | 东 南 | 精装 | 高楼层(共16层)  | 板塔结合,8人关注 / 一年前发布,近地铁VR房源房本满两年随时看房,"139万17,031元/平"
98,2022-10-27,xa,水榭中央领地 2室2厅 东北,水榭中央领地    -  高陵,2室2厅 | 53.24平米 | 东北 | 精装 | 高楼层(共16层)  | 板塔结合,19人关注 / 3个月以前发布,VR房源房本满五年随时看房,"43万8,077元/平"
99,2022-10-27,xa,华府御城 5室2厅 南 北必看好房,华府御城    -  城西,5室2厅 | 145.48平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,169人关注 / 一年前发布,VR看装修房本满五年随时看房,"145万9,968元/平"
100,2022-10-27,xa,紫郡长安 3室1厅 南 北必看好房,紫郡长安    -  城南,3室1厅 | 100.62平米 | 南 北 | 精装 | 中楼层(共31层)  | 板塔结合,1人关注 / 6天以前发布,VR房源房本满两年,"153万15,206元/平"
101,2022-10-27,xa,龙湖花千树 3室2厅 南 北必看好房,龙湖花千树    -  长安,3室2厅 | 97.19平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 5天以前发布,近地铁VR看装修房本满两年,"189万19,447元/平"
102,2022-10-27,xa,中海·曲江碧林湾 2室1厅 南,中海·曲江碧林湾    -  曲江,2室1厅 | 87.84平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 5天以前发布,VR房源房本满五年,"205万23,338元/平"
103,2022-10-27,xa,龙湖紫都城 4室1厅 南 北必看好房,龙湖紫都城    -  曲江,4室1厅 | 128.99平米 | 南 北 | 精装 | 中楼层(共34层)  | 板塔结合,1人关注 / 5天以前发布,VR房源房本满五年,"335万25,972元/平"
