,time_get_data,city,title,flood,address,followInfo,tag,priceInfo
0,2022-10-27,dg,创业新村 4室1厅 南必看好房,创业新村    -  运河东,4室1厅 | 87.38平米 | 南 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 7天以前发布,VR看装修房本满两年随时看房,"145万16,595元/平"
11,2022-10-27,dg,中旅舍宿舍 3室1厅 东南必看好房,中旅舍宿舍    -  东莞行政中心区,3室1厅 | 88平米 | 东南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 5天以前发布,VR房源房本满五年随时看房,"124万14,091元/平"
12,2022-10-27,dg,塞纳河畔精装三房  全新家电  看房方便  急售必看好房,田禾塞纳河畔    -  运河东,3室2厅 | 86.98平米 | 北 | 精装 | 31层  | 板塔结合,0人关注 / 8天以前发布,VR房源房本满两年随时看房,"315万36,216元/平"
13,2022-10-27,dg,南部湾万科城，优质看泳池中间楼层，满五必看好房,南部湾万科城    -  大宁,3室2厅 | 96.72平米 | 西南 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 3天以前发布,VR房源房本满两年随时看房,"285万29,467元/平"
14,2022-10-27,dg,虎门万达精装三房 带车位出售 忍痛割爱必看好房,万达华府    -  万达,3室2厅 | 91.89平米 | 南 | 精装 | 中楼层(共30层)  | 板塔结合,1人关注 / 12天以前发布,VR看装修房本满两年随时看房,"300万32,648元/平"
15,2022-10-27,dg,大运城邦一期南北通透户型·中高楼层·业主诚心出售·,大运城邦    -  凤岗镇,3室1厅 | 94.4平米 | 南 北 | 精装 | 33层  | 塔楼,0人关注 / 8天以前发布,VR房源房本满五年随时看房,"265万28,073元/平"
16,2022-10-27,dg,万达物业小区环境好配套齐全户型通透通风效果好必看好房,万达华府    -  万达,3室2厅 | 92.74平米 | 南 | 毛坯 | 中楼层(共30层)  | 板塔结合,0人关注 / 10天以前发布,VR看装修房本满两年随时看房,"280万30,192元/平"
17,2022-10-27,dg,东盛大厦 3室2厅 东南必看好房,东盛大厦    -  运河东,3室2厅 | 125平米 | 东南 | 精装 | 25层  | 板塔结合,0人关注 / 21天以前发布,VR看装修房本满五年随时看房,"160万12,800元/平"
18,2022-10-27,dg,万佳花园 3室2厅 东北必看好房,万佳花园    -  花园新村,3室2厅 | 115平米 | 东北 | 简装 | 中楼层(共8层)  | 塔楼,0人关注 / 17天以前发布,VR看装修房本满两年随时看房,"130万11,305元/平"
19,2022-10-27,dg,地铁口物业，次新小区精装四房，业主诚心出售,卓越中寰    -  学院路,4室2厅 | 122.5平米 | 南 | 简装 | 31层  | 塔楼,0人关注 / 29天以前发布,近地铁VR看装修房本满两年随时看房,"510万41,633元/平"
20,2022-10-27,dg,舒适改善型五房花园小区，绿化好，配套设施齐全交通便,雍华庭    -  东平街,5室3厅 | 208.37平米 | 东南 西北 | 精装 | 低楼层(共18层)  | 塔楼,2人关注 / 3个月以前发布,近地铁VR房源房本满五年随时看房,"416万19,965元/平"
21,2022-10-27,dg,莞城  131平方4房  一梯两户  前后双阳台  南北对流,珊瑚新邨    -  运河东,4室2厅 | 131.12平米 | 东 | 简装 | 高楼层(共7层)  | 平房,2人关注 / 2个月以前发布,VR看装修房本满五年随时看房,"118万9,000元/平"
22,2022-10-27,dg,大户型5房的，1楼带一个车库的，很方便必看好房,东城综合楼    -  东平街,5室2厅 | 214.62平米 | 北 | 简装 | 高楼层(共9层)  | 板塔结合,3人关注 / 4个月以前发布,近地铁VR房源房本满五年随时看房,"280万13,047元/平"
23,2022-10-27,dg,御河湾南北通透双阳台，瓷砖到顶，满五唯一必看好房,御河湾    -  横沥镇,3室2厅 | 93.72平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,1人关注 / 28天以前发布,VR看装修房本满两年随时看房,"158万16,859元/平"
24,2022-10-27,dg,次新房 新城市花园  3房2卫  诚心出售,新城市花园    -  横沥镇,3室2厅 | 115.4平米 | 东 东南 | 毛坯 | 17层  | 板塔结合,4人关注 / 18天以前发布,VR房源房本满两年随时看房,"参考价: 95万8,215元/平"
25,2022-10-27,dg,房子是高楼层朝南，新装修看湖景，拎包入住必看好房,名流印象花园二期    -  凤岗镇,3室1厅 | 89.33平米 | 东南 | 精装 | 33层  | 板塔结合,3人关注 / 28天以前发布,VR房源房本满两年随时看房,"228万25,524元/平"
26,2022-10-27,dg,wa!正南朝向 03户型 全新未入住 好房子必看好房,南部湾万科城    -  大宁,3室2厅 | 95平米 | 西南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 29天以前发布,VR看装修房本满两年随时看房,"278万29,264元/平"
27,2022-10-27,dg,花园中间安静位置 西南朝向 装修保养8成新 中间楼层必看好房,石竹新花园    -  石竹,3室2厅 | 104.83平米 | 西北 | 精装 | 中楼层(共16层)  | 板塔结合,0人关注 / 21天以前发布,近地铁VR房源房本满两年随时看房,"参考价: 312万29,685元/平"
28,2022-10-27,dg,天一城旁边香樟1号3房毛坯房，可以装自己喜欢的风格。必看好房,香樟1号    -  樟木头镇,3室2厅 | 104.32平米 | 东北 | 毛坯 | 中楼层(共22层)  | 板塔结合,0人关注 / 27天以前发布,VR看装修房本满五年随时看房,"202万19,364元/平"
29,2022-10-27,dg,三房带装修高楼层，视野开阔，带车位必看好房,虎门印象    -  万达,3室1厅 | 99.22平米 | 东南 | 精装 | 中楼层(共30层)  | 塔楼,0人关注 / 21天以前发布,VR看装修房本满两年随时看房,"290万29,228元/平"
30,2022-10-27,dg,中惠悦峰 高层南向三房 视野好 无遮挡 精装保养好必看好房,中惠悦峰    -  新联,3室2厅 | 87.06平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 29天以前发布,VR房源房本满两年随时看房,"206万23,662元/平"
31,2022-10-27,dg,地铁口物业 人车分流 居合老人小孩居住 次新房小区,新城市花园    -  横沥镇,3室2厅 | 114.28平米 | 东南 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 25天以前发布,VR看装修房本满两年随时看房,"参考价: 94万8,215元/平"
32,2022-10-27,dg,金美花园精装3房2卫，满五唯一 高层无遮挡 户型采光好必看好房,金美花园    -  常平镇,3室2厅 | 107.23平米 | 西 | 精装 | 19层  | 板楼,0人关注 / 19天以前发布,VR看装修房本满五年随时看房,"参考价: 142万13,237元/平"
33,2022-10-27,dg,香樟1号 精装修三房 过五唯一税低 好楼层景观好必看好房,香樟1号    -  樟木头镇,3室2厅 | 100平米 | 南 | 精装 | 高楼层(共17层)  | 塔楼,0人关注 / 14天以前发布,VR房源房本满两年随时看房,"215万21,500元/平"
34,2022-10-27,dg,南部湾万科城97平三房，位置安静，看房方便必看好房,南部湾万科城    -  大宁,3室2厅 | 96.6平米 | 西南 | 精装 | 低楼层(共32层)  | 板塔结合,1人关注 / 16天以前发布,VR看装修房本满两年随时看房,"参考价: 290万30,016元/平"
35,2022-10-27,dg,天虹商圈一房 高楼层看天虹 钥匙在手随时看房 不欠款必看好房,地标大厦    -  地标,3室2厅 | 58.31平米 | 东南 | 其他 | 中楼层(共24层)  | 塔楼,0人关注 / 8天以前发布,VR看装修房本满五年随时看房,"90万15,435元/平"
36,2022-10-27,dg,大运城邦八期，毛坯出售业主诚心置换必看好房,大运城邦益田金地艺境花园    -  凤岗镇,3室1厅 | 104.88平米 | 南 | 毛坯 | 35层  | 塔楼,1人关注 / 12天以前发布,VR房源房本满两年随时看房,"290万27,651元/平"
37,2022-10-27,dg,地铁口 大阳台户型 视野广阔 格局通透必看好房,花样年江山    -  黄江镇,3室2厅 | 95.3平米 | 南 | 毛坯 | 28层  | 塔楼,0人关注 / 11天以前发布,VR看装修房本满五年随时看房,"220万23,085元/平"
38,2022-10-27,dg,金地湖山大境二期 三房 精装修出售必看好房,金地湖山大境二期    -  黄江镇,3室2厅 | 103.06平米 | 南 | 其他 | 中楼层(共25层)  | 板塔结合,0人关注 / 8天以前发布,VR房源房本满两年随时看房,"265万25,714元/平"
39,2022-10-27,dg,万科云城 精装四房 满五唯一 四区看花园 采光好必看好房,虎门万科云城    -  万达,4室2厅 | 125平米 | 南 | 精装 | 高楼层(共35层)  | 板塔结合,0人关注 / 28天以前发布,VR看装修房本满两年,"520万41,600元/平"
40,2022-10-27,dg,精装3房 自住保养好 高层采光通风好 双阳台 南北对流必看好房,富怡花园    -  花园新村,3室2厅 | 108.67平米 | 东北 | 精装 | 高楼层(共8层)  | 板塔结合,0人关注 / 6天以前发布,VR房源房本满两年,"118万10,859元/平"
41,2022-10-27,dg,东江豪门朝南通风两房出售，全新保养好,佳兆业东江豪门    -  企石镇,2室1厅 | 78.14平米 | 东南 | 简装 | 高楼层(共22层)  | 板塔结合,1人关注 / 13天以前发布,VR房源房本满两年随时看房,"118万15,102元/平"
42,2022-10-27,dg,新天地华庭电梯小2房，户型少，业主诚心便宜急售。。必看好房,新天地华庭    -  寮步,2室1厅 | 50.2平米 | 北 | 简装 | 11层  | 板楼,0人关注 / 13天以前发布,VR看装修房本满五年随时看房,"参考价: 87万17,242元/平"
43,2022-10-27,dg,丽景花园两房诚意出售，随时看房，必看好房,丽景花园    -  常平镇,2室1厅 | 50.19平米 | 东北 | 简装 | 中楼层(共7层)  | 塔楼,0人关注 / 16天以前发布,VR房源房本满五年随时看房,"45万8,966元/平"
44,2022-10-27,dg,联冠广场一房一厅诚意出售，自住的保养好必看好房,联冠广场    -  常平镇,1室1厅 | 48.31平米 | 西北 | 简装 | 高楼层(共20层)  | 塔楼,1人关注 / 12天以前发布,VR看装修房本满五年随时看房,"42.9万8,881元/平"
45,2022-10-27,dg,大运城邦一期精装3房·业主自住装修·保养好必看好房,大运城邦    -  凤岗镇,3室2厅 | 94.58平米 | 南 北 | 精装 | 33层  | 板塔结合,1人关注 / 16天以前发布,VR看装修房本满两年,"268万28,336元/平"
46,2022-10-27,dg,汉邦雍景居 万科物业 满五唯一 看花园必看好房,汉邦雍景居    -  凤岗镇,2室2厅 | 77.92平米 | 东南 | 精装 | 17层  | 板塔结合,0人关注 / 5天以前发布,VR房源房本满两年,"195万25,026元/平"
47,2022-10-27,dg,业主诚心出售，格局方正，通风采光好.视野开阔必看好房,卓越蔚蓝城邦    -  常平镇,3室2厅 | 96平米 | 南 | 简装 | 33层  | 板塔结合,0人关注 / 9天以前发布,VR看装修房本满五年,"参考价: 169万17,529元/平"
48,2022-10-27,dg,红荔桥苑，业主急售，满五年税少，无欠款，带双阳台。必看好房,红荔侨苑    -  常平镇,3室2厅 | 101.44平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 4天以前发布,VR看装修房本满五年,"参考价: 85万8,344元/平"
49,2022-10-27,dg,红荔桥苑一楼带花园，满五唯一，无欠款，采光充足。必看好房,红荔侨苑    -  常平镇,3室2厅 | 87.09平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,0人关注 / 13天以前发布,VR房源房本满五年,"参考价: 73万8,344元/平"
50,2022-10-27,dg,碧桂园标准三房，户型方正，业主诚心出售必看好房,横沥碧桂园    -  横沥镇,3室2厅 | 108.13平米 | 西南 | 精装 | 28层  | 板塔结合,0人关注 / 14天以前发布,VR看装修房本满两年,"178万16,462元/平"
51,2022-10-27,dg,房屋由我维护，详情问喻鸿贵，帮您成功安家必看好房,花样年江山    -  黄江镇,3室2厅 | 93平米 | 南 | 毛坯 | 32层  | 塔楼,0人关注 / 7天以前发布,VR房源房本满两年随时看房,"206万22,151元/平"
52,2022-10-27,dg,富盈山水华府双拼大平层，电梯高层，诚意出售！必看好房,富盈山水华府    -  樟木头镇,5室2厅 | 173.03平米 | 东南 | 其他 | 14层  | 塔楼,0人关注 / 2个月以前发布,VR看装修房本满五年随时看房,"参考价: 320万18,489元/平"
53,2022-10-27,dg,业主诚心出售 价格美丽 视野开阔 拎包入住必看好房,富盈东方华府    -  东莞行政中心区,3室2厅 | 121平米 | 西北 | 精装 | 中楼层(共19层)  | 塔楼,14人关注 / 5个月以前发布,VR看装修房本满两年随时看房,"参考价: 390万32,204元/平"
54,2022-10-27,dg,高层精装朝南三房，看园林安静舒适必看好房,佳兆业中央豪门    -  石龙镇,3室2厅 | 123平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,8人关注 / 8个月以前发布,VR看装修房本满五年随时看房,"参考价: 205万16,619元/平"
55,2022-10-27,dg,滨海新区虎门大道能源华庄大三房业主诚意出售必看好房,能源华庄    -  黄河中心,3室2厅 | 149.74平米 | 南 北 | 精装 | 中楼层(共21层)  | 板塔结合,10人关注 / 8个月以前发布,VR看装修房本满五年随时看房,"255万17,030元/平"
56,2022-10-27,dg,房子中高层 采光视野很好 有钥匙 可随时看房必看好房,南部湾万科城    -  大宁,3室1厅 | 96.92平米 | 西南 | 简装 | 中楼层(共41层)  | 板塔结合,0人关注 / 1个月以前发布,VR房源房本满两年随时看房,"参考价: 291万30,016元/平"
57,2022-10-27,dg,万科花园小三房，总价低，中间楼层，安静必看好房,万科花园    -  虎门公园,3室2厅 | 75.63平米 | 西南 西北 | 精装 | 中楼层(共34层)  | 板塔结合,2人关注 / 4个月以前发布,VR看装修房本满两年随时看房,"215万28,428元/平"
58,2022-10-27,dg,此房屋装修保养到位，装修低调奢华，满五唯一可免个税必看好房,地标广场    -  地标,4室2厅 | 199平米 | 东南 南 | 精装 | 29层  | 板塔结合,1人关注 / 6个月以前发布,VR看装修房本满五年随时看房,"参考价: 579万29,077元/平"
59,2022-10-27,dg,万科城 全屋定制欧式四房 高楼层  430万诚心出售,南部湾万科城    -  大宁,4室2厅 | 118.94平米 | 西南 | 精装 | 高楼层(共29层)  | 板塔结合,9人关注 / 7个月以前发布,VR看装修房本满两年随时看房,"参考价: 358万30,016元/平"
60,2022-10-27,dg,蔚蓝星湖双地铁口精装3房2卫总价低业主诚心卖可议价必看好房,蔚蓝星湖二期星慧庭    -  上下桥,3室2厅 | 101.24平米 | 东北 | 精装 | 中楼层(共6层)  | 暂无数据,2人关注 / 1个月以前发布,VR看装修房本满五年随时看房,"218万21,533元/平"
61,2022-10-27,dg,近地铁花园小区 3房朝南 安静舒适采光好必看好房,东糖花园    -  罗沙,3室2厅 | 78.24平米 | 南 | 简装 | 17层  | 板塔结合,7人关注 / 4个月以前发布,近地铁VR房源房本满五年随时看房,"285万36,427元/平"
62,2022-10-27,dg,虎门天虹商圈  楼层好  视野开阔  业主诚心出售必看好房,地标大厦    -  地标,5室2厅 | 217.43平米 | 南 | 毛坯 | 低楼层(共26层)  | 塔楼,2人关注 / 4个月以前发布,VR看装修房本满两年随时看房,"参考价: 398万18,281元/平"
63,2022-10-27,dg,佳兆业154平大4房 全新装修 家私齐全 价格便宜必看好房,佳兆业碧海云天    -  沙田镇,4室2厅 | 154.25平米 | 西南 | 精装 | 低楼层(共33层)  | 塔楼,19人关注 / 一年前发布,VR看装修房本满两年随时看房,"280万18,153元/平"
64,2022-10-27,dg,精装三房 配套齐全 拎包入住 客户诚意出售必看好房,碧桂园豪庭二期    -  东坑镇,3室2厅 | 93.51平米 | 南 | 其他 | 高楼层(共28层)  | 板塔结合,0人关注 / 20天以前发布,VR看装修房本满两年随时看房,"165万17,646元/平"
65,2022-10-27,dg,真实惠，企石碧桂园风华东方精装三房无住过，随时看房必看好房,碧桂园风华东方    -  企石镇,3室2厅 | 101.85平米 | 西南 | 精装 | 中楼层(共24层)  | 板塔结合,0人关注 / 24天以前发布,VR看装修房本满两年随时看房,"160万15,710元/平"
66,2022-10-27,dg,凤凰广场 户型方正 业主诚意出售必看好房,凤凰广场    -  宏远南,4室2厅 | 120平米 | 东南 | 简装 | 中楼层(共18层)  | 板塔结合,2人关注 / 31天以前发布,VR看装修房本满五年随时看房,"198万16,500元/平"
67,2022-10-27,dg,业主诚心出售，中高楼层，看房可约必看好房,虎门印象    -  万达,3室2厅 | 114.73平米 | 南 | 精装 | 中楼层(共31层)  | 塔楼,0人关注 / 22天以前发布,VR看装修房本满两年随时看房,"315万27,456元/平"
68,2022-10-27,dg,中惠松湖城二期 3室1厅 北必看好房,中惠松湖城二期    -  寮步,3室1厅 | 85.78平米 | 北 | 其他 | 高楼层(共25层)  | 塔楼,0人关注 / 21天以前发布,VR房源房本满两年随时看房,"195万22,733元/平"
69,2022-10-27,dg,大运城邦四期 精装业主自住四房业主急换深圳房子必看好房,大运城邦悦城    -  凤岗镇,4室2厅 | 95.75平米 | 南 | 精装 | 20层  | 板塔结合,2人关注 / 20天以前发布,VR房源房本满五年随时看房,"278万29,034元/平"
70,2022-10-27,dg,滨海湾新区 金湾花园 电梯3房 高层东南向 可看江景必看好房,金湾花园    -  太平广场,3室2厅 | 100.65平米 | 东南 | 简装 | 高楼层(共16层)  | 塔楼,0人关注 / 29天以前发布,VR看装修房本满两年随时看房,"163万16,195元/平"
71,2022-10-27,dg,光大景湖时代城 高楼层朝南向3房！业主包车位出售！必看好房,光大景湖时代城    -  西平,3室2厅 | 98.18平米 | 南 | 精装 | 32层  | 板塔结合,0人关注 / 21天以前发布,VR看装修房本满五年随时看房,"535万54,492元/平"
72,2022-10-27,dg,松山湖光大锦绣山河一期 精装三房 诚意出售 钥匙在店必看好房,锦绣山河一期    -  松山湖,3室2厅 | 125.16平米 | 东北 | 精装 | 低楼层(共12层)  | 板塔结合,0人关注 / 22天以前发布,VR看装修房本满两年随时看房,"参考价: 544万43,437元/平"
73,2022-10-27,dg,莞城新河北路 双阳台 交通便利 看房有钥匙必看好房,东正新河北路    -  花园新村,3室1厅 | 73平米 | 东南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 16天以前发布,VR看装修房本满五年随时看房,"95万13,014元/平"
74,2022-10-27,dg,蔚蓝城邦精装1房，业主诚意出售。必看好房,卓越蔚蓝城邦    -  常平镇,1室1厅 | 39.04平米 | 西南 | 简装 | 6层  | 板塔结合,0人关注 / 25天以前发布,VR看装修房本满五年随时看房,"37万9,478元/平"
75,2022-10-27,dg,金湖花园，满五唯一，无欠款，新装修必看好房,金湖花园    -  寮步,2室1厅 | 65.78平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 12天以前发布,VR看装修房本满五年随时看房,"82万12,466元/平"
76,2022-10-27,dg,万科城市高尔夫花园，美墅带车位，保养新，售价750万必看好房,万科城市高尔夫花园    -  寮步,4室2厅 | 146.18平米 | 南 | 精装 | 4层  | 塔楼,29人关注 / 8个月以前发布,VR房源房本满两年,"参考价: 332万22,659元/平"
77,2022-10-27,dg,方正2房，16年新房，配套成熟，花园大人气旺！必看好房,碧河四期水云天公馆    -  樟木头镇,2室1厅 | 72.11平米 | 南 | 精装 | 15层  | 板塔结合,0人关注 / 15天以前发布,VR看装修房本满两年随时看房,"110万15,255元/平"
78,2022-10-27,dg,此房业主急售，满五没有欠款，朝南看花园 方便看房必看好房,富山居    -  增田,3室2厅 | 100平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,0人关注 / 1个月以前发布,VR房源房本满五年,"参考价: 320万31,966元/平"
79,2022-10-27,dg,碧湖花园业主诚心出售精装修三房必看好房,帝豪碧湖花园    -  常平镇,3室2厅 | 108.25平米 | 东 | 其他 | 10层  | 板塔结合,0人关注 / 22天以前发布,VR房源房本满五年随时看房,"158万14,596元/平"
80,2022-10-27,dg,绿地大都会精装大三房，自住保养好，南北对流采光好必看好房,绿地大都会    -  常平镇,3室2厅 | 121.23平米 | 南 北 | 精装 | 32层  | 板塔结合,0人关注 / 1个月以前发布,VR看装修房本满两年,"236万19,468元/平"
81,2022-10-27,dg,户型方正座北朝南，楼层好，视野开阔必看好房,绿地大都会    -  常平镇,4室2厅 | 141.39平米 | 南 | 精装 | 33层  | 板塔结合,0人关注 / 21天以前发布,VR看装修房本满两年,"290万20,511元/平"
82,2022-10-27,dg,此房南北对流，装修保养好，电梯高层四房必看好房,江南第一城    -  宏远北,4室2厅 | 129.76平米 | 东南 | 精装 | 低楼层(共27层)  | 板塔结合,0人关注 / 24天以前发布,VR看装修房本满两年,"参考价: 396万30,452元/平"
83,2022-10-27,dg,星城翠珑湾三期 户户朝南 满五唯一 无欠款 交易快必看好房,星城翠珑湾三期    -  寮步,3室2厅 | 106.99平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,1人关注 / 20天以前发布,VR看装修房本满两年,"参考价: 290万27,022元/平"
84,2022-10-27,dg,精装3房 满两年税费低 业主诚心出售 就这一套看房随约必看好房,锦江花园    -  长安新区,3室2厅 | 100平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,4人关注 / 28天以前发布,VR看装修房本满五年,"210万21,000元/平"
85,2022-10-27,dg,凯悦美景 3室2厅 东南必看好房,凯悦美景    -  大朗镇,3室2厅 | 94.19平米 | 东南 | 精装 | 18层  | 板塔结合,0人关注 / 18天以前发布,VR看装修房本满五年,"195万20,703元/平"
86,2022-10-27,dg,政府旁 汇景次新小区带装修四房 南北通必看好房,汇景城市中心    -  樟木头镇,4室2厅 | 121.97平米 | 南 北 | 简装 | 高楼层(共25层)  | 板塔结合,0人关注 / 18天以前发布,VR看装修房本满两年,"260万21,317元/平"
87,2022-10-27,dg,金地博登湖 精装复式三房 高层朝南看湖景 实用面积大必看好房,金地博登湖    -  塘厦镇,3室2厅 | 97平米 | 南 北 | 精装 | 中楼层(共18层)  | 塔楼,0人关注 / 27天以前发布,VR房源房本满五年,"240万24,743元/平"
88,2022-10-27,dg,诚心出售电梯 房屋方正 出门方便业主必看好房,长虹百荟    -  樟木头镇,3室2厅 | 95.38平米 | 西南 | 精装 | 18层  | 板塔结合,1人关注 / 25天以前发布,VR房源房本满五年,"156万16,356元/平"
89,2022-10-27,dg,碧桂园天麓山二期，95平3房，房子重新装修，业主急卖必看好房,碧桂园天麓山二期    -  塘厦镇,3室1厅 | 95.03平米 | 南 | 精装 | 28层  | 板塔结合,0人关注 / 21天以前发布,VR看装修房本满五年,"210万22,099元/平"
90,2022-10-27,dg,此房产权清晰，户型方正，通风采光好，精装必看好房,理想0769    -  客运总站,3室2厅 | 121.77平米 | 东南 南 | 精装 | 低楼层(共11层)  | 塔楼,1人关注 / 18天以前发布,VR看装修房本满五年,"255万20,942元/平"
91,2022-10-27,dg,中高楼层 业主自住 保养好 诚心出售必看好房,万科城市高尔夫花园    -  寮步,4室2厅 | 113.85平米 | 南 | 简装 | 18层  | 板塔结合,5人关注 / 26天以前发布,VR房源房本满五年,"238万20,905元/平"
92,2022-10-27,dg,实用两房改三房，满五唯一，业主自住保养好必看好房,东泰花园明华苑    -  东泰,3室2厅 | 81.05平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 12天以前发布,VR看装修房本满五年,"160万19,741元/平"
93,2022-10-27,dg,使用率高 中间楼层 户型方正 通透格局必看好房,百悦尚城二期恒大雅苑    -  南城车站,3室2厅 | 87.77平米 | 东南 | 精装 | 中楼层(共10层)  | 平房,1人关注 / 14天以前发布,近地铁VR看装修房本满两年,"参考价: 265万30,146元/平"
94,2022-10-27,dg,万达旁99平方舒适三房 高楼层 视野 采光 通风好 安静必看好房,金地琥悦    -  万达,3室2厅 | 98.82平米 | 南 | 毛坯 | 高楼层(共14层)  | 板塔结合,0人关注 / 12天以前发布,VR房源房本满两年,"参考价: 257万25,948元/平"
95,2022-10-27,dg,满五唯一，业主诚意售卖，南北通透户型。必看好房,万达华府    -  万达,3室1厅 | 91.31平米 | 南 北 | 其他 | 中楼层(共29层)  | 板塔结合,0人关注 / 10天以前发布,VR房源房本满五年,"312万34,170元/平"
96,2022-10-27,dg,楼层格局好，小区配套设施齐全，交通便利，户型方正！必看好房,玖颂江湾    -  石碣镇,3室2厅 | 78.51平米 | 南 | 其他 | 低楼层(共31层)  | 塔楼,0人关注 / 6天以前发布,VR房源房本满两年,"167万21,272元/平"
97,2022-10-27,dg,宏远江南世家 3室1厅 东南必看好房,宏远江南世家    -  宏远北,3室1厅 | 133.48平米 | 东南 | 简装 | 中楼层(共17层)  | 板塔结合,0人关注 / 8天以前发布,VR房源房本满五年,"400万29,968元/平"
98,2022-10-27,dg,满五唯一，诚意出售，税费少，拎包入住。必看好房,圣河西E号    -  白马,2室1厅 | 72.86平米 | 东南 | 精装 | 中楼层(共27层)  | 塔楼,0人关注 / 5天以前发布,VR房源房本满五年,"258万35,411元/平"
99,2022-10-27,dg,海伦堡带装修大三房，阳台看别墅，交易简单必看好房,海伦堡松湖湾    -  东坑镇,3室2厅 | 119.23平米 | 南 | 精装 | 27层  | 板楼,0人关注 / 8天以前发布,VR看装修房本满两年,"参考价: 231万19,369元/平"
100,2022-10-27,dg,万科湖景三房 精装拎包入住 业主自住保养好必看好房,万科中天城市花园    -  水濂山,3室2厅 | 92.69平米 | 西南 | 精装 | 高楼层(共28层)  | 塔楼,0人关注 / 14天以前发布,VR看装修房本满两年,"350万37,761元/平"
