,time_get_data,city,title,flood,address,followInfo,tag,priceInfo
13,2022-10-27,cd,东洪广厦 3室1厅 西南,东洪广厦    -  三圣乡,3室1厅 | 88.01平米 | 西南 | 精装 | 高楼层(共32层) | 2012年建 | 板塔结合,3人关注 / 5天以前发布,近地铁VR看装修房本满五年随时看房,"152万17,271元/平"
14,2022-10-27,cd,万科魅力之城四期 4室1厅 东南必看好房,万科魅力之城四期    -  成渝立交,4室1厅 | 73.2平米 | 东南 | 精装 | 高楼层(共18层) | 2009年建 | 塔楼,1人关注 / 5天以前发布,近地铁VR看装修房本满两年随时看房,"225万30,738元/平"
15,2022-10-27,cd,凯德风尚 3室2厅 南,凯德风尚    -  外光华,3室2厅 | 89.55平米 | 南 | 简装 | 低楼层(共19层) | 2012年建 | 板塔结合,0人关注 / 3天以前发布,近地铁VR房源房本满五年随时看房,"235万26,243元/平"
16,2022-10-27,cd,群康路49号 3室1厅 南 北,群康路49号    -  西南财大,3室1厅 | 98.54平米 | 南 北 | 毛坯 | 中楼层(共6层) | 2001年建 | 板楼,0人关注 / 6天以前发布,近地铁VR房源房本满两年随时看房,"108万10,961元/平"
17,2022-10-27,cd,远大林语城南庭 3室1厅 西必看好房,远大林语城南庭    -  蛟龙港,3室1厅 | 95.77平米 | 西 | 毛坯 | 低楼层(共12层)  | 板塔结合,0人关注 / 4天以前发布,VR房源房本满两年随时看房,"153万15,976元/平"
18,2022-10-27,cd,成都合院公园里 3室1厅 东北必看好房,成都合院公园里    -  高新西,3室1厅 | 81.4平米 | 东北 | 精装 | 中楼层(共18层) | 2016年建 | 板塔结合,1人关注 / 6天以前发布,VR房源房本满两年随时看房,"107万13,145元/平"
19,2022-10-27,cd,保利堂悦 4室2厅 南必看好房,保利堂悦    -  茶店子,4室2厅 | 151.65平米 | 南 | 精装 | 中楼层(共27层) | 2019年建 | 板塔结合,1人关注 / 5天以前发布,近地铁VR看装修房本满两年随时看房,"515万33,960元/平"
20,2022-10-27,cd,二十一世纪花园三期 3室2厅 南,二十一世纪花园三期    -  贝森,3室2厅 | 128.53平米 | 南 | 简装 | 低楼层(共7层) | 2003年建 | 板楼,0人关注 / 3天以前发布,近地铁VR房源房本满五年随时看房,"215万16,728元/平"
21,2022-10-27,cd,合能珍宝琥珀 3室1厅 西,合能珍宝琥珀    -  光华大道沿线,3室1厅 | 82.71平米 | 西 | 精装 | 高楼层(共34层) | 2014年建 | 板塔结合,0人关注 / 2天以前发布,近地铁VR房源房本满五年随时看房,"114万13,784元/平"
22,2022-10-27,cd,华润橡树湾B区 3室2厅 南,华润橡树湾B区    -  橡树湾,3室2厅 | 81.74平米 | 南 | 精装 | 高楼层(共34层) | 2013年建 | 板塔结合,2人关注 / 6天以前发布,近地铁VR看装修房本满五年随时看房,"133.5万16,333元/平"
23,2022-10-27,cd,溪地湾 3室2厅 东南,溪地湾    -  犀浦,3室2厅 | 90.1平米 | 东南 | 精装 | 低楼层(共33层) | 2015年建 | 塔楼,2人关注 / 2天以前发布,近地铁VR房源房本满两年随时看房,"130万14,429元/平"
24,2022-10-27,cd,置信巴厘岛D区 3室2厅 东南必看好房,置信巴厘岛D区    -  武侯立交,3室2厅 | 88.55平米 | 东南 | 精装 | 高楼层(共17层) | 2008年建 | 塔楼,2人关注 / 6天以前发布,VR看装修房本满五年随时看房,"208万23,490元/平"
25,2022-10-27,cd,花样年·香门第北区 3室2厅 东南必看好房,花样年·香门第北区    -  郫县城区,3室2厅 | 95.18平米 | 东南 | 精装 | 中楼层(共34层) | 2019年建 | 塔楼,2人关注 / 5天以前发布,VR房源房本满两年随时看房,"136万14,289元/平"
26,2022-10-27,cd,吉祥花园 3室2厅 东,吉祥花园    -  龙泉驿城区,3室2厅 | 119.41平米 | 东 | 精装 | 低楼层(共7层)  | 板楼,1人关注 / 7天以前发布,近地铁VR房源房本满五年,"106万8,877元/平"
27,2022-10-27,cd,天祥街28号 2室1厅 东,天祥街28号    -  猛追湾,2室1厅 | 71.31平米 | 东 | 简装 | 低楼层(共7层) | 1999年建 | 板楼,120人关注 / 一年前发布,近地铁VR看装修随时看房,"71万9,957元/平"
28,2022-10-27,cd,金山郡 4室2厅 东南必看好房,金山郡    -  金堂,4室2厅 | 113.99平米 | 东南 | 毛坯 | 高楼层(共6层)  | 板塔结合,2人关注 / 29天以前发布,VR房源房本满两年随时看房,"103万9,036元/平"
29,2022-10-27,cd,玉泉街112号 3室1厅 东南必看好房,玉泉街112号    -  草市街,3室1厅 | 69平米 | 东南 | 精装 | 高楼层(共4层)  | 板楼,3人关注 / 29天以前发布,近地铁VR看装修房本满五年随时看房,"80万11,595元/平"
30,2022-10-27,cd,中粮祥云一期 4室2厅 西南必看好房,中粮祥云一期    -  武侯立交,4室2厅 | 155.83平米 | 西南 | 精装 | 低楼层(共17层) | 2013年建 | 板楼,13人关注 / 28天以前发布,近地铁VR房源房本满五年随时看房,"380万24,386元/平"
31,2022-10-27,cd,麓山国际圣芭芭拉 4室2厅 南,麓山国际圣芭芭拉    -  麓山,4室2厅 | 216.83平米 | 南 | 毛坯 | 5层 | 2010年建 | 板楼 | 联排别墅,1人关注 / 26天以前发布,VR房源房本满五年随时看房,"638万29,424元/平"
32,2022-10-27,cd,一环路南二段7号 3室1厅 南必看好房,一环路南二段7号    -  川音,3室1厅 | 82.22平米 | 南 | 简装 | 中楼层(共7层) | 1993年建 | 板楼,3人关注 / 12天以前发布,近地铁VR看装修房本满五年随时看房,"107万13,014元/平"
33,2022-10-27,cd,中海右岸一期 3室1厅 南必看好房,中海右岸一期    -  华府,3室1厅 | 107.01平米 | 南 | 精装 | 中楼层(共33层) | 2018年建 | 塔楼,2人关注 / 4天以前发布,近地铁VR房源房本满两年随时看房,"231万21,587元/平"
34,2022-10-27,cd,西宸原著 4室2厅 西南必看好房,西宸原著    -  茶店子,4室2厅 | 133.34平米 | 西南 | 精装 | 低楼层(共40层)  | 板塔结合,3人关注 / 7天以前发布,VR看装修房本满两年随时看房,"365万27,374元/平"
35,2022-10-27,cd,西财学府尚郡 3室2厅 东北必看好房,西财学府尚郡    -  温江大学城,3室2厅 | 100.2平米 | 东北 | 精装 | 低楼层(共18层) | 2009年建 | 塔楼,1人关注 / 6天以前发布,近地铁VR看装修房本满五年随时看房,"118万11,777元/平"
36,2022-10-27,cd,溪地湾 3室1厅 西南,溪地湾    -  犀浦,3室1厅 | 88.98平米 | 西南 | 精装 | 中楼层(共33层) | 2015年建 | 塔楼,1人关注 / 7天以前发布,近地铁VR房源房本满五年随时看房,"134万15,060元/平"
37,2022-10-27,cd,弗客城 3室1厅 西北必看好房,弗客城    -  航空港,3室1厅 | 89.43平米 | 西北 | 简装 | 高楼层(共20层) | 2011年建 | 板塔结合,2人关注 / 7天以前发布,VR看装修房本满五年随时看房,"135万15,096元/平"
38,2022-10-27,cd,绿地城 3室2厅 西必看好房,绿地城    -  大丰,3室2厅 | 85.7平米 | 西 | 精装 | 低楼层(共33层) | 2017年建 | 板塔结合,0人关注 / 5天以前发布,VR看装修房本满两年随时看房,"140万16,337元/平"
39,2022-10-27,cd,华润橡树湾B区 3室2厅 东南必看好房,华润橡树湾B区    -  橡树湾,3室2厅 | 62.41平米 | 东南 | 精装 | 高楼层(共34层) | 2013年建 | 板塔结合,0人关注 / 7天以前发布,近地铁VR看装修房本满五年随时看房,"100万16,024元/平"
40,2022-10-27,cd,三利领事公馆 3室2厅 东北必看好房,三利领事公馆    -  中和,3室2厅 | 127.13平米 | 东北 | 精装 | 低楼层(共31层) | 2013年建 | 塔楼,2人关注 / 7天以前发布,VR房源房本满五年随时看房,"245万19,272元/平"
41,2022-10-27,cd,金茂光明城市 3室2厅 西,金茂光明城市    -  华阳,3室2厅 | 88.35平米 | 西 | 精装 | 低楼层(共33层) | 2016年建 | 板塔结合,1人关注 / 8天以前发布,近地铁VR房源房本满五年随时看房,"222万25,128元/平"
42,2022-10-27,cd,万科翡翠公园 4室2厅 西,万科翡翠公园    -  南湖,4室2厅 | 121.2平米 | 西 | 精装 | 高楼层(共35层) | 2018年建 | 板塔结合,1人关注 / 7天以前发布,近地铁VR房源房本满两年随时看房,"370万30,529元/平"
43,2022-10-27,cd,光华锦苑 3室2厅 东必看好房,光华锦苑    -  外光华,3室2厅 | 101.98平米 | 东 | 精装 | 中楼层(共21层) | 2013年建 | 塔楼,3人关注 / 6天以前发布,近地铁VR看装修房本满两年随时看房,"312万30,595元/平"
44,2022-10-27,cd,海伦天麓 3室1厅 东南 南必看好房,海伦天麓    -  麓山,3室1厅 | 100.83平米 | 东南 南 | 精装 | 中楼层(共32层)  | 塔楼,1人关注 / 2天以前发布,VR房源房本满两年随时看房,"229万22,712元/平"
45,2022-10-27,cd,启明柳岸馨苑 5室2厅 东南必看好房,启明柳岸馨苑    -  温江大学城,5室2厅 | 142.21平米 | 东南 | 精装 | 高楼层(共6层) | 2006年建 | 板楼,0人关注 / 12天以前发布,近地铁VR看装修房本满五年随时看房,"104万7,314元/平"
46,2022-10-27,cd,溪地湾 3室1厅 南必看好房,溪地湾    -  犀浦,3室1厅 | 90.22平米 | 南 | 精装 | 中楼层(共33层) | 2015年建 | 塔楼,2人关注 / 4天以前发布,近地铁VR房源房本满两年随时看房,"125万13,856元/平"
47,2022-10-27,cd,金地天府城 7室3厅 南 北,金地天府城    -  广都,7室3厅 | 295.84平米 | 南 北 | 毛坯 | 高楼层(共32层) | 2015年建 | 板塔结合,1人关注 / 4天以前发布,近地铁VR房源房本满两年随时看房,"448万15,144元/平"
48,2022-10-27,cd,光华国际 3室1厅 东南必看好房,光华国际    -  温江新城,3室1厅 | 104.33平米 | 东南 | 简装 | 高楼层(共32层) | 2013年建 | 板塔结合,0人关注 / 7天以前发布,近地铁VR房源房本满五年随时看房,"141万13,515元/平"
49,2022-10-27,cd,红星苑 2室1厅 西,红星苑    -  川音,2室1厅 | 84.12平米 | 西 | 简装 | 中楼层(共7层) | 1997年建 | 板楼,0人关注 / 7天以前发布,VR看装修房本满五年随时看房,"110万13,077元/平"
50,2022-10-27,cd,果壳里的城 3室1厅 西南必看好房,果壳里的城    -  龙泉驿城区,3室1厅 | 87.01平米 | 西南 | 简装 | 高楼层(共34层) | 2012年建 | 板塔结合,1人关注 / 4天以前发布,VR房源房本满五年随时看房,"135万15,516元/平"
51,2022-10-27,cd,金桂花苑银桂园 4室2厅 东南必看好房,金桂花苑银桂园    -  中和,4室2厅 | 123.33平米 | 东南 | 简装 | 高楼层(共6层) | 2003年建 | 板楼,3人关注 / 6天以前发布,近地铁VR看装修房本满五年随时看房,"155万12,568元/平"
52,2022-10-27,cd,麦田国际社区 3室1厅 南必看好房,麦田国际社区    -  新都城区,3室1厅 | 88.57平米 | 南 | 精装 | 26层 | 2016年建 | 板塔结合,2人关注 / 7天以前发布,近地铁VR看装修房本满两年随时看房,"112万12,646元/平"
53,2022-10-27,cd,首创万卷山 4室2厅 南,首创万卷山    -  大面,4室2厅 | 144.75平米 | 南 | 精装 | 中楼层(共6层) | 2013年建 | 板塔结合,2人关注 / 7天以前发布,VR房源房本满五年随时看房,"238万16,443元/平"
54,2022-10-27,cd,时代锦城 3室2厅 南必看好房,时代锦城    -  双流城区,3室2厅 | 89.74平米 | 南 | 精装 | 高楼层(共15层) | 2011年建 | 塔楼,0人关注 / 7天以前发布,近地铁VR看装修房本满五年随时看房,"135万15,044元/平"
55,2022-10-27,cd,穗苑 3室2厅 南 北,穗苑    -  温江老城,3室2厅 | 141.95平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 7天以前发布,VR看装修房本满五年随时看房,"90万6,341元/平"
56,2022-10-27,cd,中大君悦金沙五期 3室1厅 西南必看好房,中大君悦金沙五期    -  金沙,3室1厅 | 86.39平米 | 西南 | 精装 | 低楼层(共23层) | 2012年建 | 板塔结合,0人关注 / 6天以前发布,近地铁VR看装修房本满两年随时看房,"232万26,855元/平"
57,2022-10-27,cd,金壕雅庭 4室3厅 南,金壕雅庭    -  郫县城区,4室3厅 | 71.38平米 | 南 | 精装 | 高楼层(共34层) | 2015年建 | 塔楼,3人关注 / 9天以前发布,近地铁VR房源房本满五年随时看房,"102万14,290元/平"
58,2022-10-27,cd,金沙城锦西观棠 4室2厅 东南,金沙城锦西观棠    -  外金沙,4室2厅 | 132.55平米 | 东南 | 精装 | 低楼层(共20层) | 2018年建 | 塔楼,4人关注 / 7天以前发布,VR房源房本满两年随时看房,"340万25,651元/平"
59,2022-10-27,cd,蓝光花满庭三期北区 3室2厅 南必看好房,蓝光花满庭三期北区    -  大丰,3室2厅 | 80.08平米 | 南 | 精装 | 中楼层(共30层) | 2018年建 | 塔楼,0人关注 / 4天以前发布,VR看装修房本满两年随时看房,"118万14,736元/平"
60,2022-10-27,cd,育才竹岛 3室2厅 西南,育才竹岛    -  远大,3室2厅 | 142.67平米 | 西南 | 简装 | 低楼层(共32层) | 2008年建 | 板塔结合,0人关注 / 4天以前发布,近地铁VR房源房本满五年随时看房,"269万18,855元/平"
61,2022-10-27,cd,海科名城 3室2厅 西南,海科名城    -  温江大学城,3室2厅 | 126.8平米 | 西南 | 精装 | 高楼层(共11层) | 2011年建 | 板楼,0人关注 / 6天以前发布,近地铁VR房源房本满两年随时看房,"132万10,411元/平"
62,2022-10-27,cd,南湖国际社区 4室2厅 南,南湖国际社区    -  南湖,4室2厅 | 164.68平米 | 南 | 精装 | 低楼层(共34层) | 2010年建 | 板塔结合,4人关注 / 5天以前发布,近地铁VR房源房本满两年随时看房,"325万19,736元/平"
63,2022-10-27,cd,温哥华花园六期 3室1厅 西必看好房,温哥华花园六期    -  航空港,3室1厅 | 99.39平米 | 西 | 精装 | 高楼层(共16层)  | 塔楼,1人关注 / 5天以前发布,VR房源房本满两年随时看房,"145万14,589元/平"
64,2022-10-27,cd,中国铁建北湖国际城一期 3室2厅 西北必看好房,中国铁建北湖国际城一期    -  龙潭寺,3室2厅 | 84.2平米 | 西北 | 精装 | 低楼层(共34层) | 2016年建 | 板塔结合,2人关注 / 7天以前发布,VR房源房本满两年随时看房,"142万16,865元/平"
65,2022-10-27,cd,皇冠湖壹号 3室2厅 南,皇冠湖壹号    -  龙泉驿城区,3室2厅 | 98.72平米 | 南 | 精装 | 中楼层(共33层) | 2018年建 | 塔楼,1人关注 / 6天以前发布,VR房源房本满两年随时看房,"179万18,133元/平"
66,2022-10-27,cd,汇融广场B区 3室2厅 东南必看好房,汇融广场B区    -  大丰,3室2厅 | 98.64平米 | 东南 | 简装 | 高楼层(共39层)  | 暂无数据,1人关注 / 6天以前发布,近地铁VR看装修房本满两年随时看房,"128万12,977元/平"
67,2022-10-27,cd,龙城国际 3室1厅 西南 西,龙城国际    -  橡树湾,3室1厅 | 101平米 | 西南 西 | 精装 | 高楼层(共33层) | 2013年建 | 板塔结合,2人关注 / 3天以前发布,近地铁VR房源房本满五年随时看房,"138万13,664元/平"
68,2022-10-27,cd,合能橙中心 3室2厅 东南必看好房,合能橙中心    -  犀浦,3室2厅 | 75.56平米 | 东南 | 精装 | 高楼层(共18层) | 2017年建 | 塔楼,0人关注 / 4天以前发布,近地铁VR看装修房本满两年随时看房,"102万13,500元/平"
69,2022-10-27,cd,南湖世纪 4室2厅 东 西必看好房,南湖世纪    -  南湖,4室2厅 | 154.31平米 | 东 西 | 毛坯 | 低楼层(共33层) | 2016年建 | 塔楼,0人关注 / 2天以前发布,VR房源房本满两年随时看房,"290万18,794元/平"
70,2022-10-27,cd,仁恒滨河湾 3室3厅 东南,仁恒滨河湾    -  东大路,3室3厅 | 124.82平米 | 东南 | 精装 | 高楼层(共33层) | 2016年建 | 板楼,6人关注 / 6天以前发布,VR看装修房本满两年随时看房,"570万45,666元/平"
71,2022-10-27,cd,武侯国际花园 3室1厅 东必看好房,武侯国际花园    -  红牌楼,3室1厅 | 98.62平米 | 东 | 精装 | 中楼层(共13层) | 2009年建 | 板楼,1人关注 / 5天以前发布,近地铁VR看装修房本满五年随时看房,"180万18,252元/平"
72,2022-10-27,cd,城北优品道 3室2厅 西,城北优品道    -  大丰,3室2厅 | 95.87平米 | 西 | 精装 | 高楼层(共31层) | 2017年建 | 板塔结合,0人关注 / 4天以前发布,VR看装修房本满两年随时看房,"145万15,125元/平"
73,2022-10-27,cd,香城河畔 3室1厅 东南必看好房,香城河畔    -  毗河,3室1厅 | 71.38平米 | 东南 | 简装 | 低楼层(共22层) | 2016年建 | 板塔结合,1人关注 / 4天以前发布,近地铁VR房源房本满两年随时看房,"90万12,609元/平"
74,2022-10-27,cd,蓝润光华春天A区 3室2厅 东南必看好房,蓝润光华春天A区    -  花都大道,3室2厅 | 94.4平米 | 东南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 3天以前发布,VR房源房本满两年随时看房,"140万14,831元/平"
75,2022-10-27,cd,艺锦湾三期 3室1厅 南,艺锦湾三期    -  龙泉驿城区,3室1厅 | 120.54平米 | 南 | 精装 | 低楼层(共6层) | 2013年建 | 板塔结合,0人关注 / 4天以前发布,近地铁VR房源房本满五年随时看房,"213万17,671元/平"
76,2022-10-27,cd,开元国际 3室2厅 南,开元国际    -  大丰,3室2厅 | 86.86平米 | 南 | 简装 | 低楼层(共26层) | 2012年建 | 板塔结合,0人关注 / 4天以前发布,近地铁VR房源房本满五年随时看房,"119.5万13,758元/平"
77,2022-10-27,cd,美年广场美岸 3室2厅 南必看好房,美年广场美岸    -  新会展,3室2厅 | 84.29平米 | 南 | 简装 | 低楼层(共17层) | 2012年建 | 板塔结合,0人关注 / 4天以前发布,近地铁VR房源房本满五年随时看房,"246万29,185元/平"
78,2022-10-27,cd,西财学府憬城 3室2厅 东北,西财学府憬城    -  温江大学城,3室2厅 | 89.92平米 | 东北 | 精装 | 中楼层(共26层) | 2014年建 | 塔楼,5人关注 / 6天以前发布,近地铁VR看装修房本满两年随时看房,"112万12,456元/平"
79,2022-10-27,cd,公园榕郡 3室1厅 东南必看好房,公园榕郡    -  犀浦,3室1厅 | 88.3平米 | 东南 | 简装 | 高楼层(共18层) | 2011年建 | 板塔结合,0人关注 / 2天以前发布,VR房源房本满五年随时看房,"103万11,665元/平"
80,2022-10-27,cd,琥珀庭院 3室2厅 东南必看好房,琥珀庭院    -  大面,3室2厅 | 121.59平米 | 东南 | 精装 | 中楼层(共9层) | 2013年建 | 板楼,1人关注 / 6天以前发布,VR房源房本满五年随时看房,"190万15,627元/平"
81,2022-10-27,cd,合能橙中心 3室2厅 东南必看好房,合能橙中心    -  犀浦,3室2厅 | 92.92平米 | 东南 | 简装 | 中楼层(共18层) | 2016年建 | 板楼,1人关注 / 6天以前发布,近地铁VR看装修房本满两年随时看房,"122万13,130元/平"
82,2022-10-27,cd,师大现代花园 3室1厅 西南,师大现代花园    -  大面,3室1厅 | 121.84平米 | 西南 | 精装 | 中楼层(共32层) | 2013年建 | 塔楼,0人关注 / 4天以前发布,VR看装修房本满两年随时看房,"165万13,543元/平"
83,2022-10-27,cd,人居锦尚春天A区 3室2厅 西南,人居锦尚春天A区    -  三圣乡,3室2厅 | 89.87平米 | 西南 | 简装 | 中楼层(共34层) | 2012年建 | 板塔结合,0人关注 / 1天以前发布,VR房源房本满五年随时看房,"165万18,360元/平"
84,2022-10-27,cd,金茂光明城市 4室1厅 北,金茂光明城市    -  华阳,4室1厅 | 121.52平米 | 北 | 简装 | 高楼层(共33层) | 2016年建 | 板塔结合,1人关注 / 2天以前发布,近地铁VR房源房本满五年随时看房,"259万21,314元/平"
85,2022-10-27,cd,棕榈长滩 3室1厅 南必看好房,棕榈长滩    -  光华大道沿线,3室1厅 | 175.83平米 | 南 | 精装 | 中楼层(共32层) | 2013年建 | 板楼,15人关注 / 4个月以前发布,近地铁VR看装修房本满五年随时看房,"290万16,494元/平"
86,2022-10-27,cd,源上湾万融城C区 4室2厅 南 东南必看好房,源上湾万融城C区    -  新都城区,4室2厅 | 118.4平米 | 南 东南 | 简装 | 高楼层(共31层)  | 暂无数据,7人关注 / 4个月以前发布,近地铁VR看装修房本满两年随时看房,"132万11,149元/平"
87,2022-10-27,cd,名士公馆 4室2厅 东 西,名士公馆    -  航空路,4室2厅 | 179.41平米 | 东 西 | 精装 | 高楼层(共11层) | 2003年建 | 板楼,99人关注 / 一年前发布,近地铁VR房源房本满五年随时看房,"348万19,397元/平"
88,2022-10-27,cd,和信孔雀天成 3室2厅 西南必看好房,和信孔雀天成    -  温江新城,3室2厅 | 104.04平米 | 西南 | 毛坯 | 高楼层(共32层) | 2015年建 | 板塔结合,2人关注 / 12天以前发布,VR看装修房本满两年随时看房,"130万12,496元/平"
89,2022-10-27,cd,新筑巴伦西亚一期 3室1厅 东必看好房,新筑巴伦西亚一期    -  新津,3室1厅 | 86.51平米 | 东 | 毛坯 | 低楼层(共15层)  | 平房,0人关注 / 12天以前发布,VR看装修房本满五年随时看房,"106万12,253元/平"
90,2022-10-27,cd,翰林世家 3室1厅 南必看好房,翰林世家    -  温江大学城,3室1厅 | 85.08平米 | 南 | 简装 | 低楼层(共17层) | 2015年建 | 板塔结合,0人关注 / 15天以前发布,近地铁VR房源房本满两年随时看房,"117万13,752元/平"
91,2022-10-27,cd,保利城三期 3室2厅 南必看好房,保利城三期    -  大丰,3室2厅 | 88.48平米 | 南 | 简装 | 中楼层(共18层) | 2015年建 | 板楼,2人关注 / 17天以前发布,VR看装修房本满五年随时看房,"132万14,919元/平"
92,2022-10-27,cd,蓝光幸福满庭 3室1厅 东南必看好房,蓝光幸福满庭    -  犀浦,3室1厅 | 73.07平米 | 东南 | 精装 | 低楼层(共26层) | 2015年建 | 板塔结合,0人关注 / 12天以前发布,VR看装修房本满五年随时看房,"126万17,244元/平"
93,2022-10-27,cd,蓝光花满庭三期南区 3室1厅 西南必看好房,蓝光花满庭三期南区    -  大丰,3室1厅 | 82.59平米 | 西南 | 精装 | 中楼层(共26层)  | 塔楼,0人关注 / 13天以前发布,VR看装修房本满两年随时看房,"120万14,530元/平"
94,2022-10-27,cd,驷马康城 3室2厅 北必看好房,驷马康城    -  驷马桥,3室2厅 | 86.76平米 | 北 | 精装 | 高楼层(共22层) | 2014年建 | 板塔结合,0人关注 / 10天以前发布,近地铁VR看装修房本满两年随时看房,"155万17,866元/平"
95,2022-10-27,cd,蓝光花满庭三期北区 3室2厅 西必看好房,蓝光花满庭三期北区    -  大丰,3室2厅 | 94.72平米 | 西 | 精装 | 中楼层(共30层) | 2018年建 | 塔楼,0人关注 / 10天以前发布,VR看装修房本满两年随时看房,"135万14,253元/平"
96,2022-10-27,cd,棉麻公司 3室2厅 西南必看好房,棉麻公司    -  城中片区,3室2厅 | 61.57平米 | 西南 | 简装 | 低楼层(共8层)  | 暂无数据,1人关注 / 10天以前发布,VR看装修房本满五年随时看房,"39.8万6,465元/平"
97,2022-10-27,cd,正成名城左岸 2室0厅 西南必看好房,正成名城左岸    -  红光,2室0厅 | 56.67平米 | 西南 | 简装 | 高楼层(共22层) | 2008年建 | 板塔结合,1人关注 / 6天以前发布,VR房源房本满五年随时看房,"38万6,706元/平"
98,2022-10-27,cd,金仙桥路15号川铁宿舍 3室2厅 南必看好房,金仙桥路15号川铁宿舍    -  花牌坊,3室2厅 | 89.61平米 | 南 | 简装 | 高楼层(共7层) | 2000年建 | 板楼,2人关注 / 9天以前发布,近地铁VR看装修房本满五年随时看房,"112万12,499元/平"
99,2022-10-27,cd,金沙城锦西观棠 4室2厅 南,金沙城锦西观棠    -  外金沙,4室2厅 | 134.79平米 | 南 | 毛坯 | 中楼层(共21层)  | 塔楼,2人关注 / 16天以前发布,VR看装修房本满两年随时看房,"360万26,709元/平"
100,2022-10-27,cd,航天佳苑 2室1厅 南必看好房,航天佳苑    -  外光华,2室1厅 | 91.44平米 | 南 | 毛坯 | 高楼层(共18层) | 2008年建 | 板楼,1人关注 / 15天以前发布,VR看装修房本满五年随时看房,"190万20,779元/平"
101,2022-10-27,cd,华润凤凰城三期 3室2厅 西南必看好房,华润凤凰城三期    -  大源,3室2厅 | 106.05平米 | 西南 | 精装 | 中楼层(共32层) | 2013年建 | 塔楼,0人关注 / 9天以前发布,近地铁VR看装修房本满两年随时看房,"435万41,019元/平"
